protein,log2FC,p_value,mean_tumor,mean_normal,q_value,significant
ATG12,0.7794022151215122,1.3863803642216453e-10,0.6079473636363637,-0.17145485148514847,2.8080600375259553e-10,True
ATG13,0.10056537803780376,0.3322233667434507,0.1797540909090909,0.07918871287128713,0.3608789552723009,False
ATG14,0.8035324401440145,1.3659929268204159e-15,0.34986372727272735,-0.45366871287128707,3.5109769734592595e-15,True
ATG16L1,0.23711448334833485,0.002445365507187701,0.2908319090909091,0.05371742574257425,0.003241246755292112,False
ATG2A,-0.579593905490549,3.6364328019997213e-10,-0.11985172727272726,0.4597421782178217,7.215420396568144e-10,True
ATG2B,-0.10985833393339335,0.11839953359577989,0.05040463636363636,0.1602629702970297,0.13550436970450963,False
ATG3,-0.3914283429342934,4.936740111995635e-07,0.09637918181818181,0.4878075247524752,8.26484060138729e-07,False
ATG4A,-0.9756395040504049,2.1268514666267814e-11,-0.33248445454545456,0.6431550495049504,4.511760911204279e-11,True
ATG4B,0.06445053195319529,0.47429625788341406,0.14022736363636362,0.07577683168316833,0.5033498696781624,False
ATG4C,-0.2523239684968495,0.004046339878482202,0.09053009090909094,0.34285405940594044,0.0052703452694762044,False
ATG5,0.4465704779477947,5.784044690999996e-10,0.3754146363636363,-0.07115584158415841,1.1344666246206282e-09,False
ATG7,-0.5161897380738074,1.6214760554146655e-07,0.04442372727272729,0.5606134653465347,2.785425665824797e-07,True
ATG9A,0.6982849513951395,1.4710165142697507e-09,0.35488554545454554,-0.343399405940594,2.8259858412596176e-09,True
ATIC,1.23034801170117,6.198624781271243e-36,0.6167000909090908,-0.6136479207920791,4.3928784084643865e-35,True
ATL1,-0.6554365787578758,1.0515134856906058e-05,-0.24086172727272728,0.4145748514851485,1.639886903186166e-05,True
ATL2,1.5056237218721873,1.6737934900012458e-16,0.5476504545454545,-0.9579732673267327,4.509746727505473e-16,True
ATL3,-0.8252223933393339,1.8700715222315492e-15,-0.1600653636363636,0.6651570297029703,4.782133070244406e-15,True
ATL3.1,-0.40140359045904583,9.653410759105075e-05,-0.0709208181818182,0.33048277227722767,0.00014159720206886455,False
ATM,0.01847208910891089,0.8567062558312729,0.103041,0.0845689108910891,0.8697085323319003,False
ATN1,0.3413760225022503,0.00031497764964103284,0.28117463636363643,-0.06020138613861387,0.00044737042753657184,False
ATOX1,0.33000550945094514,0.0003998943287640719,0.2744437272727273,-0.05556178217821783,0.0005641435712912912,False
ATP11A,0.3741953204320432,0.051671997937956585,-0.0520308181818182,-0.4262261386138614,0.06136612245779218,False
ATP11B,0.31649253015301526,0.003992717379403372,0.19817827272727268,-0.11831425742574257,0.005204763089414802,False
ATP11C,-0.16916304140414046,0.11224481884876539,0.008201909090909105,0.17736495049504955,0.12866102794552287,False
ATP13A1,1.3996336282628263,2.0335960213995635e-23,0.5503837272727272,-0.8492499009900991,7.715702551780696e-23,True
ATP13A2,-0.16262936183618354,0.4217113153380147,0.14852172727272733,0.31115108910891087,0.4512055835257441,False
ATP13A3,0.3939906939693969,0.00029964262075938094,0.08386554545454546,-0.31012514851485146,0.00042628740056170644,False
ATP13A4,-1.7165079198919893,6.294406108645164e-13,-0.8384944545454546,0.8780134653465347,1.4302880436354854e-12,True
ATP1A1,0.37307403330333044,0.007600534536397837,0.2791191818181819,-0.09395485148514854,0.009697233718852413,False
ATP1B1,1.33149697659766,3.643580725905834e-11,0.43567281818181824,-0.8958241584158417,7.615857589116945e-11,True
ATP1B3,-0.6000419612961296,3.7610540088517685e-05,-0.26362354545454547,0.3364184158415842,5.651349215882101e-05,True
ATP2A2,1.6245102889288932,2.3853045960891748e-31,0.5775900909090909,-1.0469201980198022,1.3409963294621475e-30,True
ATP2B1,0.02334496039603963,0.8658917515166018,0.01380100000000001,-0.00954396039603962,0.8780329997851584,False
ATP2B4,-1.0921307191719172,7.522156389417018e-13,-0.36936081818181815,0.722769900990099,1.7019792579610063e-12,True
ATP2C1,0.6917175346534654,1.7066953036241752e-08,0.26983100000000004,-0.4218865346534654,3.092656296202805e-08,True
ATP2C2,0.6191853546354635,0.06135211990932242,-0.12199009090909099,-0.7411754455445545,0.07230460946350517,False
ATP4A,0.0564410090009001,0.7937352843113257,0.2540364545454546,0.1975954455445545,0.8107208457132372,False
ATP5F1A,-0.147194598559856,0.15298163808565993,0.0925782727272727,0.2397728712871287,0.1727830947900745,False
ATP5F1B,-0.43075047614761475,1.951921297549934e-05,-0.042983545454545455,0.3877669306930693,2.983673451787297e-05,False
ATP5F1C,0.16822007290729074,0.14318155242551128,0.25086918181818185,0.0826491089108911,0.16236767634282856,False
ATP5F1C.1,-0.08473245634563475,0.5591962096598433,0.36903645454545453,0.4537689108910893,0.5871837000784143,False
ATP5F1D,-0.21452685778577854,0.038117397727108884,0.0702291818181818,0.28475603960396034,0.04585616618815141,False
ATP5F1E,-1.0206291530153015,3.086795276322373e-07,-0.4908717272727273,0.5297574257425742,5.225491702034647e-07,True
ATP5IF1,0.8510061125112511,9.767373881346537e-07,0.4086591818181818,-0.44234693069306935,1.6125795757754072e-06,True
ATP5ME,-0.47189382448244827,7.611351564643521e-05,-0.07595263636363635,0.3959411881188119,0.00011217841907686747,False
ATP5MF,-0.24308117281728173,0.07462966766257811,-0.015345727272727254,0.22773544554455447,0.08725227281163143,False
ATP5MF-PTCD1,0.46688388028802885,0.00012671247121233252,0.15638645454545452,-0.31049742574257433,0.00018438982472453142,False
ATP5MG,-0.13769275337533754,0.24089779796567706,0.11444645454545455,0.2521392079207921,0.2661278068950762,False
ATP5MPL,0.6638770306030604,4.3237546406401475e-05,0.30868554545454546,-0.35519148514851484,6.474441066596212e-05,True
ATP5PB,0.4757221521152114,5.664349446650157e-05,0.18287918181818177,-0.29284297029702966,8.415856780968468e-05,False
ATP5PD,0.2285201539153916,0.06939773734110478,0.27636827272727277,0.04784811881188117,0.08141462463539219,False
ATP5PF,0.037683376237623856,0.7000029721271219,0.31098100000000006,0.2732976237623762,0.7236547944472066,False
ATP5PO,-0.15238320342034212,0.14214681681317332,0.13848372727272723,0.29086693069306935,0.1613668109523787,False
ATP5S,-0.3303582979297929,0.022671182827111964,-0.047073545454545396,0.2832847524752475,0.0278245193195694,False
ATP6AP1,0.3766496138613862,0.003059848221076807,0.16447100000000003,-0.21217861386138612,0.004026648899696609,False
ATP6AP2,0.6995729531953194,2.224745967169911e-06,0.2943646363636363,-0.4052083168316832,3.607512315713262e-06,True
ATP6V0A1,0.32642801170117014,0.00898900515267172,0.2130800909090909,-0.11334792079207921,0.011409259830794341,False
ATP6V0A2,0.6028918820882088,1.5466895108758063e-09,0.25048554545454543,-0.35240633663366333,2.965989970032231e-09,True
ATP6V0A4,0.6458061647164717,0.013857485662144469,0.04768081818181822,-0.5981253465346534,0.01731460184958522,True
ATP6V0D1,-0.08422021512151218,0.4857261491962666,0.20725463636363634,0.2914748514851485,0.5146217336545573,False
ATP6V0D2,-1.586570089108911,1.3339550582394688e-09,-0.8222590000000001,0.764311089108911,2.569916243381225e-09,True
ATP6V1A,-0.40162316741674164,8.242980419764723e-05,0.05786554545454545,0.45948871287128706,0.00012124420814649314,False
ATP6V1B1,-2.154709745274528,1.2470543486632028e-11,-1.4211206363636366,0.7335891089108911,2.671539679609276e-11,True
ATP6V1B2,-0.7148569027902791,2.2349802967568397e-12,-0.0993780909090909,0.6154788118811882,4.95014429532269e-12,True
ATP6V1C1,0.38369250315031506,0.0011367280526806372,0.3971119090909091,0.013419405940594048,0.0015426792708116807,False
ATP6V1C2,0.06212539243924396,0.7610160192421139,-0.0028171818181818,-0.06494257425742576,0.7804747442721551,False
ATP6V1D,-0.5426403861386139,4.659470546704664e-09,-0.026018999999999973,0.5166213861386139,8.724854028803986e-09,True
ATP6V1E1,-0.3518283699369937,0.0004307845001510025,0.08411281818181819,0.4359411881188119,0.0006060823638086175,False
ATP6V1F,-0.0555851566156616,0.6209498081451407,0.1992500909090909,0.2548352475247525,0.6473991774304841,False
ATP6V1G1,-0.062041943294329466,0.6328484360217461,0.1341873636363636,0.19622930693069307,0.6587254574488702,False
ATP6V1G2,-1.0091320513051303,1.3453103675600987e-18,-0.27356809090909084,0.7355639603960394,3.990780847957956e-18,True
ATP6V1H,-0.39352625472547254,0.0001330277240441086,0.01944463636363638,0.4129708910891089,0.00019349118600107585,False
ATP7A,0.3325006399639964,0.006522174566235217,0.21824281818181818,-0.11425782178217823,0.008358259955602281,False
ATP7B,0.3787429333933393,0.1434944347479016,-0.2047673636363636,-0.5835102970297029,0.16270315644417016,False
ATP8A1,-1.0784589279927992,4.6112873028066463e-07,-0.6247553636363636,0.4537035643564356,7.737624994303435e-07,True
ATP8A2,-1.4916916192619265,3.2009560398167258e-18,-0.5461662727272728,0.9455253465346536,9.338730548927404e-18,True
ATP8B1,0.6336920801080107,0.0003222255800602493,0.23630554545454543,-0.3973865346534653,0.00045725663553666416,True
ATP8B3,-1.4676956930693068,1.4114881178083723e-09,-0.875565,0.5921306930693069,2.7165454783465166e-09,True
ATP9A,1.537956472547255,2.2568308267646755e-17,0.46552736363636366,-1.0724291089108913,6.338248623799821e-17,True
ATP9B,0.09396804770477052,0.31508200929243907,0.15574190909090915,0.061773861386138634,0.3434314753032226,False
ATPAF1,0.7549839882988298,6.3281393286079085e-09,0.37555190909090913,-0.37943207920792077,1.176176363529811e-08,True
ATPAF2,-0.3918695670567058,0.002573755306239087,-0.05180263636363635,0.3400669306930694,0.003403860924543963,False
ATR,0.3879677416741675,0.0009070763481562926,0.21075645454545458,-0.17721128712871292,0.0012414266407885259,False
ATRAID,1.380364285328533,2.3148085410682603e-12,0.4429419090909091,-0.9374223762376239,5.121010969417755e-12,True
ATRN,-1.912913185418542,3.2524150763232996e-26,-0.5715353636363636,1.3413778217821783,1.4176965442274985e-25,True
ATRNL1,-2.2412479306930697,4.324939879799092e-14,-1.1474410000000002,1.0938069306930696,1.0409953628986923e-13,True
ATRX,1.05551198109811,1.2994889668701612e-25,0.46541554545454555,-0.5900964356435644,5.493765136289885e-25,True
ATRX.1,1.750272654365437,2.4853662093855377e-23,0.3468035454545455,-1.4034691089108915,9.378513291698652e-23,True
ATXN1,0.27422488838883896,0.0005600118296438525,0.2450373636363637,-0.029187524752475248,0.0007791681862381893,False
ATXN10,1.121987624662466,7.238263514078715e-28,0.5111555454545453,-0.6108320792079207,3.410486846268283e-27,True
ATXN1L,-0.11523920702070203,0.14663924948142368,0.14404554545454548,0.2592847524752475,0.16605198998216733,False
ATXN2,0.841098695769577,7.395193153022686e-19,0.34866463636363637,-0.49243405940594054,2.220651583477652e-18,True
ATXN2L,1.8672019360936094,4.036359955029114e-76,0.7009282727272726,-1.1662736633663366,6.530693581475919e-74,True
ATXN3,-0.6947271188118812,2.0781478214025438e-12,-0.08397899999999998,0.6107481188118812,4.607059708106986e-12,True
ATXN7,0.8894742439243923,6.55665618061903e-11,0.33561681818181816,-0.5538574257425742,1.3530012948592576e-10,True
ATXN7L3B,0.2621062385238524,0.025811075089081276,0.28393554545454547,0.021829306930693064,0.03152412011263688,False
AUH,-0.7714538964896489,3.626891080453545e-08,-0.14545627272727268,0.6259976237623762,6.459384748882376e-08,True
AUP1,0.7024978676867688,1.6317346455995838e-07,0.2966628181818182,-0.40583504950495053,2.801535778218279e-07,True
AUTS2,0.3174357884788479,0.12232689467870594,0.05299281818181818,-0.26444297029702973,0.13976451664906367,False
AVEN,1.1890947263726375,2.37005040503108e-24,0.5537091818181819,-0.6353855445544555,9.411190169062682e-24,True
AVL9,2.2881774716471646,4.3789464450755826e-36,0.694702818181818,-1.5934746534653466,3.1429641176459785e-35,True
AXIN1,-0.725716301530153,4.030752500924646e-05,0.10418627272727272,0.8299025742574258,6.049931348085954e-05,True
AXL,-1.6213809729972999,6.3004744552316045e-30,-0.5082946363636364,1.1130863366336634,3.291972038841866e-29,True
AZGP1,-2.3761338874887494,1.5784595833209492e-21,-0.9428808181818182,1.433253069306931,5.402644382352736e-21,True
AZI2,-0.8837655346534654,4.073873774447141e-22,-0.17975900000000003,0.7040065346534654,1.4435485913464146e-21,True
AZIN2,2.3135111314131414,4.525613729824269e-29,0.6655606363636363,-1.647950495049505,2.263043932158328e-28,True
AZU1,-1.0216813762376238,1.8111220195873593e-05,-0.8238589999999999,0.19782237623762378,2.7742250961137566e-05,True
B2M,-0.7764489729972996,1.648428880163485e-06,-0.09362263636363637,0.6828263366336633,2.687141750348468e-06,True
B3GALT6,0.41413521062106207,0.0005325449804883258,0.24423263636363637,-0.16990257425742572,0.0007425758667457724,False
B3GAT3,0.7059712700270027,2.3499274273423538e-07,0.3740946363636364,-0.3318766336633663,4.0022135988242836e-07,True
B3GLCT,-0.46254285238523857,3.330498611205299e-05,0.010586454545454533,0.4731293069306931,5.0241687330224056e-05,False
B3GNT2,-1.4994703753375336,1.1979556803650497e-27,-0.3382424545454546,1.161227920792079,5.570231332082204e-27,True
B3GNT7,1.4389144707470745,8.264318965648562e-07,0.16651427272727268,-1.2724001980198019,1.3681112203021512e-06,True
B4GALT1,1.3208369315931592,1.7680906480779178e-12,0.41483554545454543,-0.9060013861386137,3.934310798730024e-12,True
B4GALT4,1.0599183267326733,4.789854160260807e-06,0.24591100000000002,-0.8140073267326732,7.609244102820712e-06,True
B4GALT5,1.9703180027002698,6.626686968879668e-13,0.47081463636363646,-1.4995033663366333,1.504002705775685e-12,True
B4GALT7,1.7598261557155719,2.456587159603595e-19,0.6803453636363638,-1.0794807920792082,7.559826249379729e-19,True
B4GAT1,-1.466905505850585,4.544699061098279e-23,-0.37746154545454536,1.0894439603960397,1.696663951397895e-22,True
B9D1,-1.8638290180017998,2.6141465168055337e-21,-0.6642199090909089,1.199609108910891,8.821011894459394e-21,True
BACH1,0.24149259315931593,0.005929193719880933,0.28946645454545455,0.047973861386138614,0.007622906835014597,False
BAD,-0.038546713771377125,0.7679368855535237,0.03929645454545454,0.07784316831683166,0.7868962547760774,False
BAG1,-0.13289083618361833,0.19642926547305498,0.17915827272727272,0.31204910891089105,0.21926026288655084,False
BAG2,-1.109872375337534,1.4933425229805738e-11,-0.4172044545454546,0.6926679207920793,3.1862869298999905e-11,True
BAG3,-0.04254531863186323,0.6668286202218918,0.13279190909090907,0.1753372277227723,0.6912309706415658,False
BAG4,0.588333907290729,1.8913503458398406e-08,0.2913028181818182,-0.29703108910891085,3.418180689395517e-08,True
BAG5,-0.024131961296129573,0.7256471883599361,0.22998645454545455,0.2541184158415841,0.7475747960375513,False
BAG6,0.6833753654365435,2.888042893045255e-17,0.32302645454545453,-0.36034891089108906,8.077719735426313e-17,True
BAIAP2,-0.6262192340234023,0.00017049144783316965,-0.3191008181818182,0.30711841584158417,0.00024619492297185805,True
BAIAP2L1,3.0182768145814576,1.1552648544569606e-41,0.8273546363636364,-2.1909221782178214,1.1241751580679049e-40,True
BAK1,0.4536218640864087,0.00021991973015964995,0.29050463636363644,-0.16311722772277223,0.00031569229234646893,False
BANF1,-0.13540815391539152,0.3194037623123906,0.020963727272727266,0.1563718811881188,0.3477053615046278,False
BANK1,-0.7687130180018001,8.39805006101364e-06,0.006716090909090898,0.775429108910891,1.3148726567563753e-05,True
BANP,-0.3390484905490549,5.9312572901449495e-06,0.0847097272727273,0.4237582178217822,9.364833293371434e-06,False
BAP1,-0.271361898289829,0.03780158113323295,-0.026155363636363622,0.24520653465346534,0.04549343084945055,False
BASP1,2.1879776246624663,1.592787475294755e-21,0.7280455454545455,-1.4599320792079207,5.449730910094528e-21,True
BAX,0.21115870477047716,0.019139322527636282,0.29828009090909097,0.08712138613861382,0.023640119822727505,False
BAZ1A,1.7680096858685865,2.3275835553317195e-29,0.4016746363636364,-1.3663350495049502,1.1806117225928053e-28,True
BAZ1B,0.6984903609360936,2.0583199984475287e-13,0.36641372727272725,-0.33207663366336637,4.788867342232539e-13,True
BAZ2A,0.7159816570657067,7.421420998427435e-15,0.27978918181818185,-0.4361924752475248,1.8516697556452768e-14,True
BAZ2B,-0.09542412511251125,0.4917959615512018,-0.06711481818181819,0.028309306930693057,0.520648136738136,False
BBIP1,-1.4753133744374436,3.356417171905981e-14,-0.6077999090909092,0.8675134653465345,8.134135141663999e-14,True
BBS1,-1.5318772538253824,1.2246879540666165e-31,-0.49686081818181815,1.0350164356435643,7.034218537617281e-31,True
BBS2,-0.7859285499549955,3.947840453036773e-10,-0.2642962727272727,0.5216322772277228,7.810587557448505e-10,True
BBS4,-1.4088826903690368,3.266059063504693e-20,-0.39251536363636363,1.0163673267326732,1.0413426793659252e-19,True
BBS5,-1.4271421233123314,1.901824111639386e-27,-0.48738172727272727,0.939760396039604,8.7662061659631e-27,True
BBS7,-1.337054319531953,5.729051413727906e-25,-0.37306263636363635,0.9639916831683167,2.3411611641886385e-24,True
BBS9,-1.547066301530153,1.2132424740103131e-32,-0.5616637272727272,0.9854025742574256,7.307011140001546e-32,True
BBX,0.19116034293429346,0.03071764991636624,0.1571728181818182,-0.03398752475247526,0.03727350783038415,False
BCAM,-4.49716999009901,5.443666526420642e-69,-2.1801090000000003,2.31706099009901,4.4414735607873034e-67,True
BCAP29,-0.4073371638163817,0.008308597512257817,-0.11316627272727274,0.29417089108910893,0.010575182913601749,False
BCAP31,0.7891161035103513,5.445350882824475e-07,0.29451372727272745,-0.4946023762376238,9.090821883078427e-07,True
BCAR1,-0.062485903690369035,0.5535786719079134,0.06344736363636365,0.12593326732673268,0.5816689050118813,False
BCAR3,-1.038549792079208,9.361992939238602e-11,-0.448469,0.5900807920792079,1.9153361465489005e-10,True
BCAS1,1.2205268163816378,0.002528947359429086,-0.8682242727272728,-2.0887510891089107,0.0033478479396907576,True
BCAS2,0.8168292988298831,1.0680261459247894e-33,0.425410090909091,-0.39141920792079204,6.787867902129187e-33,True
BCAS3,-0.5488762277227722,6.226767296114232e-21,-0.06873900000000001,0.4801372277227722,2.0617662368611327e-20,True
BCAT1,1.6263561395139519,1.4288576879429331e-09,0.07787554545454546,-1.5484805940594064,2.747758962349565e-09,True
BCAT1.1,4.664119480648065,9.272706638309501e-24,0.02262027272727263,-4.641499207920792,3.5678056255260984e-23,True
BCAT2,-0.6743538514851484,1.5986612327788327e-05,-0.273879,0.40047485148514844,2.4574589578271717e-05,True
BCCIP,0.11452348604860484,0.3463326330325487,0.08897754545454543,-0.025545940594059405,0.37501035786396436,False
BCCIP.1,1.0631140963096308,7.947680135487047e-14,0.35564736363636357,-0.7074667326732673,1.8886869448185053e-13,True
BCHE,-4.087942609360936,3.757435595766472e-60,-1.7143162727272725,2.3736263366336634,1.3334007508247858e-58,True
BCKDHA,0.08282514941494153,0.4909239287406168,0.029045545454545494,-0.053779603960396036,0.5197825891479512,False
BCKDHB,0.05032583348334832,0.7383763118869777,0.15936009090909092,0.1090342574257426,0.7593773188184755,False
BCKDK,0.6518305139513951,7.523728457120793e-06,0.2252964545454546,-0.4265340594059405,1.180304221062861e-05,True
BCL10,0.9039987137713772,1.980354590223168e-14,0.47457554545454556,-0.4294231683168317,4.8472986969924e-14,True
BCL10.1,0.6988954734473447,2.5681157335657662e-05,0.49691190909090904,-0.20198356435643564,3.896254417135855e-05,True
BCL11B,0.26683120162016205,0.07383050742694527,0.23073318181818184,-0.03609801980198023,0.08633909394801172,False
BCL2L1,1.0123392538253824,3.647750961839648e-12,0.5595428181818182,-0.4527964356435643,7.99390052381113e-12,True
BCL2L13,-0.15799108820882085,0.13094174430126648,-0.04249445454545454,0.11549663366336632,0.14912549404675374,False
BCL2L15,2.4416357974797482,4.3684228255529035e-15,0.4621482727272728,-1.9794875247524755,1.0994190427821782e-14,True
BCL2L2-PABPN1,1.2605582187218722,6.289770638119919e-37,0.4668855454545455,-0.7936726732673267,4.7351853715688284e-36,True
BCL3,0.8606246813681369,5.166072302214949e-07,0.4744619090909091,-0.38616277227722773,8.636659579149546e-07,True
BCL6,1.253871187218722,3.119170545360176e-17,0.44600445454545457,-0.8078667326732674,8.713960206616399e-17,True
BCL7A,0.59441400090009,7.621338794776765e-06,0.24983954545454548,-0.34457445544554455,1.195420639745958e-05,True
BCL7B,-0.534528893789379,1.074574152262058e-06,0.015225363636363618,0.5497542574257426,1.7704323192084233e-06,True
BCL7C,-0.014468315931593118,0.86402570376574,0.24610554545454547,0.2605738613861386,0.8766063734879109,False
BCL9,1.0169940297029703,1.102300608423332e-12,0.554997,-0.46199702970297024,2.4764795500139156e-12,True
BCL9L,1.2616592808280829,1.8883078183012443e-32,0.4777291818181818,-0.783930099009901,1.1252051456619024e-31,True
BCLAF1,1.8339788577857785,4.0580313342691485e-31,0.7046428181818181,-1.1293360396039605,2.241780504452158e-30,True
BCLAF1.1,0.5197368289828984,0.00015267496771206385,0.30934336363636367,-0.21039346534653472,0.00022115861028518385,True
BCLAF3,0.4104800513051305,0.011178217373088068,0.029496090909090913,-0.3809839603960396,0.014077475335553917,False
BCOR,-0.031048873987398695,0.7741182874141576,0.14298736363636366,0.17403623762376236,0.7922947541176742,False
BCR,0.08468166606660667,0.3182475168466749,0.16284463636363636,0.07816297029702969,0.34664431718602906,False
BCS1L,0.16543813771377136,0.17945529908673394,0.08626645454545452,-0.07917168316831685,0.20113658390066483,False
BDH1,1.221440918991899,5.104097661090965e-08,0.1154019090909091,-1.10603900990099,9.012896091893147e-08,True
BDH2,-1.806941691269127,1.9937056467716826e-16,-0.608759909090909,1.198181782178218,5.346043287663619e-16,True
BECN1,-0.2841032844284429,3.347810067520657e-06,0.01906463636363637,0.30316792079207927,5.366615433174171e-06,False
BEND3,0.722878290729073,6.261504336008263e-07,0.26094918181818183,-0.4619291089108912,1.0420557948315008e-06,True
BET1,1.2389750198019802,2.730023523609256e-08,0.04237699999999997,-1.1965980198019803,4.892210354115629e-08,True
BET1L,3.1618724365436544,4.060322932079042e-46,0.9217015454545455,-2.2401708910891087,5.133754001275038e-45,True
BGN,-4.249509270027003,1.2135990425249868e-69,-2.0142126363636366,2.235296633663366,1.07268670925403e-67,True
BHLHE40,0.04981145184518453,0.6990010567181001,0.08137481818181819,0.031563366336633654,0.7226972909597079,False
BICC1,0.3246786507650765,0.08935973753768807,0.04786736363636365,-0.27681128712871284,0.10363601683085534,False
BICD1,-0.06472353645364536,0.6580137916939697,0.0586919090909091,0.12341544554455446,0.6826866270525632,False
BICD2,-0.3644991440144015,9.639247795906874e-09,0.04337372727272728,0.40787287128712874,1.770564930916433e-08,False
BICDL2,1.3006992394239423,1.381915890710623e-08,0.24985409090909097,-1.0508451485148513,2.5179937187867164e-08,True
BICRA,-0.31400728082808277,0.003912849575833334,0.06864281818181821,0.382650099009901,0.00510274071733675,False
BICRAL,-0.6049899396939694,3.772758480762917e-09,-0.12809845454545454,0.47689148514851487,7.08812290048471e-09,True
BID,-0.5154794590459046,2.096798036084843e-06,-0.09374718181818181,0.42173227722772283,3.4029299647170883e-06,True
BIN1,-0.7588139144914491,3.960503493558775e-14,-0.07492718181818181,0.6838867326732673,9.564119997346842e-14,True
BIN2,-0.6733297290729073,8.882800310484342e-07,-0.1292608181818182,0.5440689108910891,1.4685696529941728e-06,True
BIN3,-1.0901467317731774,3.0135780189096324e-20,-0.21761445454545458,0.8725322772277228,9.621276176759649e-20,True
BIRC2,0.17602132403240328,0.023966131557204687,0.24747736363636366,0.07145603960396038,0.029357204137697414,False
BIRC3,-0.5840457326732673,0.009023308886563218,-0.338559,0.24548673267326734,0.011451277137879882,True
BIVM-ERCC5,0.2262132772277228,0.015348245252776883,0.22740100000000002,0.0011877227722772185,0.019099771761570607,False
BLK,-3.826229756075608,1.1469614887715916e-22,-1.786727181818182,2.0395025742574258,4.1933720305682163e-22,True
BLM,-0.025398488748874848,0.8703394405612523,0.2497908181818182,0.27518930693069305,0.88179370617679,False
BLMH,-0.6815368757875788,1.0007414067325886e-12,-0.13799172727272727,0.5435451485148516,2.2514912723707968e-12,True
BLNK,1.152534825382538,1.3820052206845555e-14,0.5585591818181816,-0.5939756435643565,3.408946211021903e-14,True
BLOC1S1,-0.11330972007200718,0.12891267333572742,0.27721463636363636,0.39052435643564354,0.14688474333526547,False
BLOC1S2,0.10687084698469844,0.29277959865471215,0.1997882727272727,0.09291742574257426,0.32029269410473094,False
BLOC1S3,0.576115311431143,4.504721048703353e-10,0.25683372727272724,-0.31928158415841584,8.884724613826903e-10,True
BLOC1S4,0.7742283537353736,4.84849506740133e-19,0.4292873636363636,-0.34494099009900997,1.4697914866120388e-18,True
BLOC1S5,0.8926995598559856,2.3603611408306526e-28,0.45688827272727267,-0.4358112871287129,1.1385552021409505e-27,True
BLOC1S6,0.6733696408640863,1.0033291952558605e-10,0.4263373636363636,-0.2470322772277228,2.0487231011577423e-10,True
BLVRA,0.43296430333033303,0.0011261271647038187,0.2862728181818182,-0.14669148514851482,0.0015289135093412471,False
BLVRB,-3.1279388829882984,3.1797274289366986e-52,-1.2474580909090904,1.880480792079208,6.271421081948291e-51,True
BLZF1,0.20133231413141314,0.03287650866834141,0.19608736363636364,-0.005244950495049497,0.039797001236112996,False
BMP1,1.828279397839784,3.2414364076787753e-13,0.39167009090909094,-1.436609306930693,7.486753435204837e-13,True
BMP2K,0.1400298478847885,0.08976225881694631,0.2552928181818182,0.1152629702970297,0.10409019954647346,False
BMP3,-0.3501659486948693,0.31732522724852125,-1.217309909090909,-0.8671439603960397,0.3456791760030108,False
BMPER,-3.582600620162016,2.9401235697742415e-41,-1.704020818181818,1.878579801980198,2.803838121584906e-40,True
BMPR2,-2.3142491566156616,5.186299991282362e-43,-0.7787139090909091,1.5355352475247523,5.440485683162794e-42,True
BMS1,1.442556598559856,1.8583238295861035e-40,0.5631037272727273,-0.8794528712871287,1.710661453927574e-39,True
BNIP1,0.5484553384338433,8.468979263108089e-06,0.2546400909090909,-0.29381524752475247,1.3257605123914368e-05,True
BNIP2,-2.4368699306930695,3.1155536958374875e-43,-0.8823630000000001,1.5545069306930692,3.3342012982583696e-42,True
BNIP3L,0.05481942664266426,0.6797686129100428,0.022647545454545448,-0.03217188118811881,0.7038038154923284,False
BOD1,1.0327793888388839,4.8933968593685586e-17,0.4390146363636364,-0.5937647524752475,1.356734429844097e-16,True
BOD1L1,0.7589930882088207,1.6824087951800275e-27,0.4442164545454545,-0.3147766336633663,7.769847295011389e-27,True
BOK,-1.0107631674167414,1.5445508089157503e-10,-0.35597445454545446,0.654788712871287,3.1218043662735024e-10,True
BOLA1,0.09741266516651667,0.3213943393401395,0.14393009090909092,0.046517425742574246,0.34967293860735943,False
BOLA2,1.2096647623762378,4.912259236500399e-23,0.622801,-0.5868637623762376,1.8288777953054917e-22,True
BOLA2-SMG1P6,0.8299941413141314,9.645252828280439e-11,0.6056046363636363,-0.2243895049504951,1.9715970770613505e-10,True
BOLA3,1.0757758478847885,1.8785543903959741e-16,0.4365188181818182,-0.6392570297029703,5.045773835317944e-16,True
BOP1,1.1422159504950493,3.1956588635676505e-28,0.43417100000000003,-0.7080449504950493,1.5306452338994877e-27,True
BORCS5,-0.9444490090009,4.120634958911e-25,-0.13224445454545455,0.8122045544554455,1.6962303284935058e-24,True
BORCS6,-0.9428373798379837,1.589062923422015e-33,-0.15679718181818184,0.7860401980198019,1.0010347849642003e-32,True
BORCS7,-0.999983905490549,1.1469347304142708e-27,-0.15914172727272727,0.8408421782178218,5.348626739880131e-27,True
BORCS8,-1.2845720333033301,1.6892326946851903e-32,-0.21659718181818183,1.0679748514851484,1.0097317034104463e-31,True
BPGM,-4.452045903690369,9.197958562645416e-59,-2.1321126363636362,2.319933267326733,2.996713735119902e-57,True
BPHL,1.3380400999099906,1.7033961621588783e-14,0.46525554545454534,-0.8727845544554452,4.181182762655863e-14,True
BPI,-2.6240725193519356,6.249509465833522e-10,-2.0377917272727273,0.5862807920792081,1.2237500997096779e-09,True
